timestamp,model,reward,vpr,vpr_pct,regret,regret_ratio,regret_ratio_pct,seed,env_type,reward_base,reward_shaping,reward_norm,reward_base_pct,reward_norm_pct,term_improve,term_deficit,term_spacing,term_diversity,term_challenge,reward_correct_w,reward_score_w,rew_improve_w,rew_deficit_w,rew_spacing_w,rew_diversity_w,rew_challenge_w,ema_alpha,need_threshold,spacing_window,diversity_recent_k,challenge_target,challenge_band,invalid_penalty,ql_epochs,ql_alpha,ql_gamma,ql_eps_start,ql_eps_end,ql_eps_decay_epochs,ql_select_best_on_val,ql_val_episodes,dqn_episodes,dqn_lr,dqn_gamma,dqn_batch_size,dqn_buffer_size,dqn_hidden_dim,dqn_eps_start,dqn_eps_end,dqn_eps_decay_steps,dqn_target_tau,dqn_target_update_interval,dqn_select_best_on_val,dqn_val_episodes,a2c_episodes,a2c_lr,a2c_entropy,a2c_value_coef,a2c_bc_warmup,a2c_bc_weight,a2c_batch_episodes,a3c_episodes,a3c_lr,a3c_entropy,a3c_value_coef,a3c_gae_lambda,a3c_bc_warmup,a3c_bc_weight,a3c_rollouts,ppo_episodes,ppo_lr,ppo_epochs,ppo_batch_episodes,ppo_minibatch_size,ppo_entropy,ppo_value_coef,ppo_gae_lambda,ppo_bc_warmup,ppo_bc_weight
2025-08-25T20:43:43.185972+00:00,DQN,0.8885694444444441,1.0,100.0,0.4356928291896863,0.32535301246838255,32.53530124683826,42,interactive,0.6793958333333336,0.2091736111111095,0.4751708259061228,67.93958333333336,47.51708259061228,0.1603007980356054,0.05692142418661753,1.0,1.0,0.2629166666666665,0.0,1.0,0.35,0.35,0.08,0.04,0.05,0.3,0.6,12,8,0.7,0.4,0.0,5,0.2,0.9,0.3,0.0,3,False,300,30,0.001,0.99,128,20000,128,1.0,0.05,20000,0.01,1,False,300,50,0.001,0.01,0.5,1,0.5,4,50,0.001,0.01,0.5,0.95,1,0.5,4,50,0.0003,4,8,2048,0.01,0.5,0.95,2,1.0
2025-08-25T20:44:30.666995+00:00,DQN,0.8385694444444423,1.0,100.0,0.4258251764886423,0.3347347018305455,33.47347018305455,42,interactive,0.6793958333333335,0.15917361111111072,0.4607524420024451,67.93958333333336,46.075244200244505,0.16030079803560543,0.05692142418661753,1.0,1.0,0.2629166666666665,0.0,1.0,0.35,0.35,0.05,0.02,0.05,0.3,0.6,16,10,0.7,0.4,0.0,5,0.2,0.9,0.3,0.0,3,False,300,30,0.001,0.99,128,20000,128,1.0,0.05,20000,0.01,1,False,300,50,0.001,0.01,0.5,1,0.5,4,50,0.001,0.01,0.5,0.95,1,0.5,4,50,0.0003,4,8,2048,0.01,0.5,0.95,2,1.0
